AcctAge,DDA,DDABal,CashBk,Checks,DirDep,NSF,NSFAmt,Phone,Teller,Sav,SavBal,ATM,ATMAmt,POS,POSAmt,CD,CDBal,IRA,IRABal,LOC,LOCBal,ILS,ILSBal,MM,MMBal,MMCred,MTG,MTGBal,CC,CCBal,CCPurc,SDB,Income,HMOwn,LORes,HMVal,Age,CRScore,Moved,InArea,Ins,Branch,Res,Dep,DepAmt,Inv,InvBal
0.7,1,16338.28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,166.17,0,0,6,0,5,129,41,682,0,1,1,B4,U,1,9215.94,0,0
11.8,1,7700.43,0,5,1,0,0,,1,1,58.1,1,108.66,,,0,0,0,0,0,0,1,10583.42,0,0,0,1,339078.96,,,,0,10,1,11.5,95,53,704,0,1,0,B15,S,3,10457.98,,
5.6,1,1191.57,0,14,1,0,0,0,0,1,3519.94,1,151.5,5,498.97,0,0,0,0,1,6221.5,0,0,0,0,0,1,110184.35,1,107718.72,0,0,,1,,,,681,0,1,0,B16,R,2,3389.3,0,0
10.9,1,533.25,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,7,118,81,690,0,1,0,B16,R,2,388.66,1,0
13.3,1,691.73,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,672,0,1,0,B2,U,1,467.6,0,0
0.3,1,5057.88,0,8,1,0,0,0,3,0,0,1,1157.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85,1,8.5,142,59,702,0,1,1,B4,R,5,13426.85,0,0
0.4,1,110.93,0,0,0,0,0,0,0,1,84.84,1,132.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,380.78,0,0,12,0,4.5,94,30,643,1,1,0,B2,U,1,98.71,0,0
3.7,1,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,4.5,102,22,626,0,1,0,B4,U,1,179.26,0,0
2.6,1,5667.19,0,3,0,0,0,0,0,1,19722.13,1,17225.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,663,0,1,1,B3,U,2,9840.8,0,0
1.9,0,0,0,0,0,0,0,,0,1,28082.09,0,0,,,1,16000,0,0,0,0,0,0,0,0,0,0,0,,,,0,25,1,10,104,57,689,0,1,1,B15,R,0,0,,
7.8,1,1915.26,0,10,1,0,0,2,3,0,0,1,335.08,4,138.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,962.26,0,0,48,0,5,119,41,629,0,1,0,B1,S,4,2771.81,0,0
3.9,1,17870.56,0,8,0,0,0,0,1,0,0,1,4002.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,5.5,156,33,704,0,1,1,B5,S,2,9311.72,0,0
4.4,1,669.59,0,2,1,0,0,0,0,1,394.18,1,359.08,7,193.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,2.5,94,40,683,0,1,0,B9,U,3,1886.07,0,0
,1,4936.84,0,12,0,0,0,0,10,1,63047.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141.61,0,0,67,1,9,126,43,658,0,1,1,B2,U,2,3127.08,0,0
4.6,1,423.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1,10.5,125,31,670,0,1,0,B4,S,1,41.83,0,0
0.7,1,580.63,0,4,0,0,0,0,0,1,2581.6,1,2552.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,729,0,1,1,B7,U,2,5006.17,0,0
10.6,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,14786.05,0,0,0,,,,0,,,,,,766,0,1,0,B19,R,0,0,,
5.2,1,2701.22,0,6,1,0,0,,3,1,7720.92,1,2321.13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,59,1,8,114,38,671,0,1,1,B18,S,7,4863.27,,
6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,11.5,99,62,661,0,1,0,B9,U,0,0,0,0
3.7,1,765.77,0,4,0,0,0,0,0,1,2.14,1,887.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,527.95,1,0,,,,,,666,0,1,0,B8,U,4,734.29,0,0
1.4,1,1465.28,0,0,1,0,0,0,0,1,3951.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,4,124,33,642,0,1,1,B9,U,1,256.34,0,0
4.1,1,22.95,0,0,0,0,0,0,0,0,0,1,97.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,730.4,1,0,12,0,5.5,99,62,722,0,1,0,B16,R,1,53.82,0,0
3.6,1,1256.84,0,2,0,0,0,0,0,1,11905.43,1,3262.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94470.98,1,87553.69,2,0,85,1,11,114,59,625,0,1,1,B1,S,3,2200.73,0,0
6.9,0,0,0,0,0,0,0,,0,0,0,0,0,,,1,21400,0,0,0,0,0,0,0,0,0,0,0,,,,0,17,0,4,99,18,599,0,1,0,B14,S,0,0,,
3.8,1,17573.88,0,4,0,0,0,0,2,1,19712.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,673,0,1,0,B8,S,1,771.94,0,0
5.4,1,120.34,0,6,0,0,0,0,3,1,711.03,0,0,1,46.01,1,8300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,4,101,35,671,0,1,0,B17,R,3,1378.13,0,0
6.1,1,218.83,0,3,0,0,0,0,1,0,0,1,990.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1482.3,0,0,41,0,3.5,109,65,676,0,1,0,B1,R,2,692.68,0,0
1.9,1,2500.11,0,5,0,0,0,0,0,1,6321.46,1,12489.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,837.7,0,0,19,0,3.5,100,25,562,0,1,1,B9,S,4,6436.47,0,0
10.9,1,75.02,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,656,0,1,0,B2,U,1,129.47,0,0
9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,1,11.5,136,55,668,0,1,1,B16,R,0,0,0,0
4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43200,1,0,0,0,0,0,1,15032.03,0,0,0,1,551.9,0,0,10,1,12.5,76,51,682,0,1,1,B2,S,0,0,1,24740.15
2.3,1,448.18,1,1,0,0,0,3,1,1,44.08,1,1804.03,2,128.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,7.5,123,48,558,0,1,1,B3,U,2,1090.53,0,0
4.2,1,1112.06,0,23,0,0,0,0,4,1,1739.28,1,7394.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,678,0,1,1,B5,U,5,7254.82,0,0
4.5,1,4070.68,0,2,0,0,0,0,0,0,0,1,2663.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,4.5,121,45,630,0,1,0,B13,U,2,2207.6,0,0
2.1,1,10.13,0,0,0,0,0,0,1,1,1577.61,1,886.83,14,238.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420.63,0,0,40,0,5,113,,,0,1,0,B3,R,5,700.22,0,0
7.1,1,179.78,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,10,109,40,644,0,1,0,B4,S,1,498.31,0,0
6.2,1,9.59,0,0,0,0,0,0,0,0,0,1,29.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,9.5,116,,,0,1,0,B4,S,1,52.55,0,0
8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14821.5,1,0,0,1,112.22,1,0,67,0,4,132,44,637,0,1,0,B6,S,0,0,1,0
0.6,1,-18.37,0,1,0,0,0,0,5,1,4.11,1,720.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,9,121,18,653,0,1,0,B4,U,2,461.65,0,0
0.9,1,920.91,0,6,1,0,0,3,0,0,0,1,765.27,8,207.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,9.5,85,49,649,0,1,0,B5,S,2,1978.33,0,0
1.3,0,0,0,0,0,0,0,0,0,1,8453.13,0,0,0,0,0,0,0,0,0,0,0,0,1,13835.91,0,0,0,1,326.78,2,0,43,0,6,116,59,677,0,1,1,B4,S,0,0,1,0
1,1,4.28,0,0,0,0,0,0,0,1,1033.89,1,380.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,8.5,112,62,699,0,1,0,B16,R,2,170.83,0,0
1.1,1,708.48,0,2,0,0,0,1,1,0,0,1,1267.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,3,104,22,659,0,1,0,B3,U,2,1145.33,0,0
13.8,1,382.06,0,7,0,1,5.91,0,0,1,17.13,1,1459.45,4,222.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,5,112,58,683,0,1,0,B1,U,3,1288.03,0,0
1.1,1,715.99,0,7,0,1,9.17,0,7,1,0.61,1,1197.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,11.5,104,56,712,1,1,1,B2,U,5,1502.04,0,0
8.8,0,0,0,0,0,0,0,0,0,1,1430.06,1,3276.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10309.19,0,1,54,0,3.5,115,52,748,0,1,0,B16,R,0,0,0,0
2.1,1,230.65,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,6,115,55,708,0,1,1,B4,U,1,627.4,0,0
11.8,1,3397.61,0,12,1,0,0,0,2,1,43.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77,0,3,133,,,0,1,0,B16,R,3,2834.48,0,0
14.4,1,147.23,0,6,1,0,0,,4,1,6897.59,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,16,1,15.5,97,39,632,0,1,0,B18,S,4,1548.95,,
4.3,0,0,0,0,0,0,0,0,0,1,418.09,1,4719.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,1,8,94,40,652,0,1,0,B4,S,0,0,0,0
0.9,1,767.32,0,5,0,0,0,0,0,0,0,1,821.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,4,144,60,701,0,1,0,B5,R,3,995.19,0,0
1.3,1,291.88,0,3,0,1,16.53,3,1,1,0,1,1314.2,10,237.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1,10.5,94,52,693,0,1,0,B5,S,3,1121.02,0,0
4.8,1,2654.19,0,4,1,0,0,0,5,1,2138.14,1,148.34,4,248.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1244.27,0,0,26,0,6.5,120,54,715,0,1,0,B1,S,4,1055.44,0,0
2.1,1,34044.56,0,6,1,0,0,0,1,1,20390.19,1,1640.36,0,0,1,12700,1,8865.62,0,0,0,0,0,0,0,0,0,1,33.9,2,0,56,1,8.5,185,77,715,0,1,1,B6,S,3,4481.17,1,15906.86
0.6,1,6175.99,0,1,0,0,0,0,2,0,0,1,655.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,109,39,634,1,1,1,B4,U,2,1856.9,0,0
4.3,1,85.45,0,14,0,0,0,1,15,0,0,1,0,0,0,0,0,0,0,1,17563.33,0,0,0,0,0,0,0,1,22674.18,0,0,40,1,5,96,55,696,0,1,0,B1,S,8,28821.12,0,0
,1,5596.14,0,6,0,0,0,0,0,1,3602.41,1,5845.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3.5,128,39,606,0,1,1,B7,S,2,6079.09,0,0
8,1,8648.03,0,17,0,0,0,0,0,0,0,1,431.25,3,169.6,0,0,0,0,1,193.87,0,0,0,0,0,0,0,1,366.71,0,0,,,,,,711,0,1,1,B4,U,3,16351.71,0,0
0.8,1,1727.75,0,3,1,0,0,0,0,1,13.77,1,447.82,1,50.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2890.71,0,0,21,1,11.5,101,74,724,0,1,0,B1,U,3,3268.81,0,0
17.9,1,142.78,0,3,0,1,4.58,,2,0,0,1,308.99,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,8,1,8.5,82,48,603,0,1,0,B15,S,3,980.12,,
1.6,1,1271.04,0,0,0,0,0,0,1,0,0,1,10.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,0,6.5,97,50,683,0,1,0,B2,S,1,131.1,0,0
27.8,1,9975.91,0,6,1,0,0,0,0,0,0,1,889.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51605.6,1,50545.33,3,0,40,1,5.5,131,59,670,0,1,0,B6,R,2,1693.81,0,0
4.3,1,328.39,0,2,0,1,7.81,,2,1,394.56,1,3037.03,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15,1,11.5,97,53,618,0,1,0,B15,R,3,2159.32,,
6.3,1,1729.75,0,17,1,0,0,5,1,1,8.55,1,11266.26,11,440.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,7,75,68,701,0,1,0,B2,U,10,9379.64,0,0
3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8800,0,0,0,0,0,0,1,15098.72,0,0,0,0,0,0,0,,,,,,618,0,1,1,B2,S,0,0,0,0
1.3,1,-23.03,0,3,0,0,0,2,1,0,0,1,259.07,1,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,7,103,55,619,0,1,0,B2,U,2,865.7,0,0
1.5,1,5.66,0,3,0,0,0,,3,1,23.54,1,552.89,,,0,0,1,14093.79,0,0,0,0,0,0,0,0,0,,,,0,46,1,7.5,110,59,631,0,1,1,B19,U,2,3463.96,,
33.9,1,2370.27,0,4,1,0,0,0,0,0,0,1,0,0,0,1,2400,0,0,0,0,0,0,0,0,0,0,0,1,254.81,0,0,82,1,6.5,125,54,682,0,1,1,B9,R,4,1566.73,0,0
1.8,1,1694.59,0,2,0,0,0,0,0,1,781.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1354.65,1,0,34,0,6.5,117,63,690,0,1,1,B5,R,3,1713.78,0,0
2.6,1,4206.2,0,2,0,0,0,0,3,1,560.51,0,0,0,0,1,800,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,4.5,124,38,626,0,1,1,B4,S,2,2691.87,0,0
0.3,1,76.67,0,1,0,0,0,0,0,1,425.62,1,223.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,704,0,1,0,B4,U,1,182.91,0,0
0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14958.02,0,0,0,0,0,0,0,12,0,7.5,96,59,663,0,1,0,B17,R,0,0,0,0
2.7,1,789.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5.5,110,45,674,0,1,0,B2,U,0,0,0,0
2.8,1,3004.3,0,9,0,0,0,0,1,1,210.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,7,130,33,723,0,1,0,B1,U,1,2804.44,0,0
9.3,1,3069.1,0,16,0,0,0,0,2,1,37831.56,1,85.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57282.5,1,51615.77,1,0,45,1,7.5,106,53,677,0,1,0,B16,R,2,3639.31,0,0
4.3,1,10830.96,0,0,0,0,0,,0,0,0,1,2560.12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,57,1,13.5,144,29,663,1,1,0,B14,S,1,1123.08,,
2.1,1,8960.32,0,0,0,0,0,,0,1,10604.44,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,35,0,4,119,30,654,0,0,1,B18,S,0,0,,
20.2,1,4141.52,0,12,0,0,0,0,0,1,24134.96,1,6766.04,1,31.59,0,0,0,0,1,63814.08,0,0,0,0,0,0,0,1,66537.74,0,0,15,1,13.5,104,71,667,0,1,1,B5,U,2,3264.76,0,0
21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14974.58,2,0,0,0,0,0,1,25,0,6,93,56,704,0,1,1,B12,R,0,0,1,90856.3
12.3,1,1777.35,0,12,1,0,0,0,0,1,33.9,1,802.78,12,712.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2864.12,0,0,58,0,3.5,132,83,681,0,1,0,B16,R,3,4978.29,0,0
3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,7,124,53,700,1,1,0,B8,U,0,0,0,0
7.9,0,0,0,0,0,0,0,0,0,1,11359.99,1,9720.27,2,106.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.42,1,0,,,,,,702,0,1,1,B3,U,0,0,0,0
0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5.5,92,38,586,0,1,0,B17,S,0,0,0,0
2.8,1,1187.76,0,18,1,1,6.78,0,2,0,0,1,2942.76,2,221.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,590,0,1,0,B2,R,5,3668.17,0,0
11.8,1,4919.12,0,6,0,0,0,0,0,0,0,1,4372.56,0,0,0,0,0,0,0,0,0,0,1,18630.38,3,0,0,1,20.63,1,0,45,0,4,119,46,645,1,1,0,B2,S,3,3326.92,0,0
7.8,0,0,0,0,0,0,0,0,0,1,6739.34,1,0,10,1004.96,0,0,0,0,1,25296.02,0,0,1,13814.26,2,0,0,1,27744.51,1,1,30,0,6.5,115,49,665,0,1,0,B16,R,0,0,1,27257.31
2.2,0,0,0,0,0,0,0,0,0,1,1375.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,9.5,91,46,630,0,0,1,B11,R,0,0,0,0
2.5,1,3092.84,0,1,0,0,0,0,0,1,4201.31,1,798.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,3.5,112,34,659,0,1,1,B9,U,1,428.35,0,0
2.6,1,955.62,0,8,1,0,0,0,0,0,0,1,574.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,7,103,66,675,0,1,0,B8,S,3,1720.79,0,0
17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.08,0,0,1,14978.56,1,0,0,1,6.66,0,0,25,1,7,93,35,639,0,1,0,B3,S,0,0,0,0
4.1,1,297.78,0,2,0,0,0,0,2,1,1055.86,1,33.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1059.01,0,0,44,0,5.5,123,51,629,0,1,0,B2,S,2,574.62,0,0
1.5,1,332.53,0,4,0,0,0,0,3,1,1987.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0,6,116,28,701,0,1,1,B2,S,3,2193.43,0,0
6.7,1,797.39,0,5,0,1,46.95,1,0,1,46,1,3235.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1010.46,1,0,4,0,5.5,88,35,633,0,1,0,B17,R,3,2568.91,0,0
3.2,1,685.4,0,7,1,0,0,0,1,1,22662.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6.5,98,70,672,0,1,1,B4,U,2,1025.95,0,0
,1,1498.1,0,3,1,0,0,0,0,0,0,1,460.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5359.01,0,0,26,1,10,88,49,647,0,1,0,B3,U,2,1426.04,0,0
0.8,1,1150.64,0,18,1,0,0,,0,1,2205.64,1,7489.32,,,0,0,0,0,0,0,1,9957.73,0,0,0,0,0,,,,0,30,0,6,116,52,668,0,1,0,B14,U,7,6429.96,,
3.8,1,1163.28,0,5,0,0,0,,9,1,299.66,1,146.44,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,122,1,9.5,152,73,687,0,1,0,B15,U,4,1225.34,,
5.2,1,262.07,0,3,0,1,7.75,0,0,0,0,1,1869.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6.5,91,43,702,0,1,1,B4,U,3,1328.29,0,0
12.2,1,2235.02,0,0,0,0,0,0,0,1,10.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,43,1,8,115,69,716,0,1,0,B5,U,0,0,0,0
0.3,1,27901.61,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2.5,149,54,654,0,1,1,B5,S,2,25059.87,0,0
1.6,1,945.18,0,6,0,0,0,5,2,0,0,1,939.27,1,101.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3125.46,0,0,20,0,7,103,72,716,0,1,0,B2,R,5,3240.47,0,0
6.4,1,299.37,0,2,0,0,0,0,0,1,1841.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,12.5,112,73,730,0,1,1,B17,R,1,589.27,0,0
2.2,1,543.44,0,0,0,0,0,0,1,0,0,1,620.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4775.79,0,0,14,1,10,90,76,737,0,1,0,B3,U,1,1091.28,0,0
2.7,1,81.54,0,0,0,0,0,0,0,0,0,1,138.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,8,117,38,675,0,1,0,B4,U,1,94,0,0
5.8,1,2171.02,0,3,1,0,0,0,1,1,1136.05,1,469.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,7.5,89,36,676,0,1,0,B3,U,1,2199.46,0,0
3.2,1,-0.53,0,0,1,1,4.73,3,0,0,0,1,316.98,1,25.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,5,117,50,637,0,1,0,B4,R,1,284.66,0,0
3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1963.08,0,1,16,1,9,94,47,688,0,0,0,B16,R,0,0,0,0
21.4,1,364.14,0,9,1,0,0,0,0,1,750.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,1,13.5,95,62,655,0,1,0,B9,U,2,578.73,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15500,0,0,0,0,0,0,0,0,0,0,0,1,128.32,0,0,18,0,4,92,48,668,0,1,1,B2,S,0,0,0,0
0.6,1,30.59,0,0,0,0,0,0,0,0,0,1,85.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,7,109,38,710,0,1,0,B7,R,0,0,0,0
4.5,1,767.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,1,8.5,106,61,676,0,1,0,B4,U,1,369.52,0,0
11.4,1,4795.98,0,8,0,0,0,,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,11,0,6,105,31,619,0,1,0,B15,U,3,4266.04,,
1.8,1,9846.81,1,6,1,0,0,,4,0,0,1,828.15,,,0,0,0,0,0,0,0,0,1,21869.28,0,0,0,,,,0,19,0,3,105,32,693,0,1,1,B15,U,4,2274.06,,
7.9,1,936.91,0,6,0,0,0,0,0,1,4600.81,1,0,5,337.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3.5,107,16,621,0,1,1,B4,U,3,2384.35,0,0
5.3,1,872.13,0,6,0,0,0,1,3,1,912.48,1,178.94,6,369.28,0,0,0,0,1,29479.17,0,0,0,0,0,0,0,1,31705.53,0,0,10,1,9.5,75,61,621,0,1,1,B1,R,2,2221.52,0,0
1.7,1,1578.85,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,681,0,1,0,B2,U,1,469.93,0,0
4.3,1,14.55,0,0,0,1,14.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,6.5,123,28,683,0,1,0,B2,R,1,7.16,0,0
8.8,1,2449.9,0,7,1,0,0,0,0,1,456.12,1,4485.99,10,527.4,0,0,0,0,0,0,0,0,0,0,0,1,137597.46,1,134218.87,2,0,30,1,10.5,108,50,629,0,1,0,B3,R,7,5958.14,0,0
0.4,1,7.56,0,0,0,0,0,0,0,1,10641.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,737,0,1,1,B17,R,2,89.56,0,0
0.4,1,660.35,0,0,0,0,0,0,1,0,0,1,1270.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,7.5,116,28,640,0,1,0,B9,S,2,837.28,0,0
2.6,1,1123.34,0,1,0,0,0,0,3,1,3601.48,1,394.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,1,12,104,48,626,0,1,1,B4,R,1,696.21,0,0
41,1,2123.57,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.64,0,0,12,1,9,105,50,673,0,1,0,B2,U,1,581.24,0,0
1.5,1,1.93,0,2,0,0,0,1,0,0,0,1,555.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,3.5,120,33,618,1,1,0,B6,R,1,327.39,0,0
12.8,1,2730.16,0,0,0,0,0,,0,1,373.91,1,27.54,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,93,1,9,124,59,639,0,1,1,B15,U,1,367.68,,
6.3,1,1433.81,0,2,1,0,0,0,2,1,2874.4,1,105.21,0,0,1,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,9,122,58,647,0,1,0,B1,U,2,1054.49,0,0
13.2,1,1947.74,0,8,1,1,44.22,6,0,0,0,1,0,2,52.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,5.5,116,53,683,0,1,0,B16,R,4,4383.74,0,0
,1,1294.01,0,1,1,0,0,,2,1,28.81,1,40.86,,,0,0,0,0,1,3280.8,0,0,0,0,0,0,0,,,,0,,,,,,686,0,1,0,B15,S,2,105.44,,
8.8,1,122.94,0,2,0,0,0,0,3,1,262.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.97,0,0,12,0,5,88,62,739,0,1,0,B17,R,2,298.06,0,0
